Id,Weekly_Sales
1_1_2012-11-02,42292.43094249763
1_1_2012-11-09,21503.082244975958
1_1_2012-11-16,19576.055738811523
1_1_2012-11-23,20071.2986510749
1_1_2012-11-30,22391.921169616777
1_1_2012-12-07,28255.413030388823
1_1_2012-12-14,35009.358693185044
1_1_2012-12-21,35621.53549654457
1_1_2012-12-28,23422.74812293427
1_1_2013-01-04,18629.3360791412
1_1_2013-01-11,17015.43447167401
1_1_2013-01-18,17152.264095905226
1_1_2013-01-25,17795.28487195097
1_1_2013-02-01,23920.348207546438
1_1_2013-02-08,32756.151993977517
1_1_2013-02-15,35641.78875150525
1_1_2013-02-22,24407.412910956587
1_1_2013-03-01,22012.088787025637
1_1_2013-03-08,20600.606463362452
1_1_2013-03-15,21121.539219911498
1_1_2013-03-22,24621.524876683747
1_1_2013-03-29,37820.61841275432
1_1_2013-04-05,34843.10025167798
1_1_2013-04-12,31324.851092429075
1_1_2013-04-19,29556.258325247665
1_1_2013-04-26,21395.45364401699
1_1_2013-05-03,19043.84415300212
1_1_2013-05-10,18594.357084204148
1_1_2013-05-17,17247.280623944913
1_1_2013-05-24,16420.58440673546
1_1_2013-05-31,16738.800256722843
1_1_2013-06-07,17098.243425643097
1_1_2013-06-14,16969.31630876086
1_1_2013-06-21,16528.62935317447
1_1_2013-06-28,16089.52863054262
1_1_2013-07-05,17350.400740496865
1_1_2013-07-12,16695.00152355229
1_1_2013-07-19,16832.82527610046
1_1_2013-07-26,15974.119469474783
1_2_2012-11-02,46906.63388246464
1_2_2012-11-09,45422.43733388607
1_2_2012-11-16,43923.33019285839
1_2_2012-11-23,45002.62679326896
1_2_2012-11-30,44614.66050376978
1_2_2012-12-07,48577.237290380544
1_2_2012-12-14,49685.09285708298
1_2_2012-12-21,56361.452313879476
1_2_2012-12-28,41855.10407819902
1_2_2013-01-04,44605.575481751854
1_2_2013-01-11,43237.16099949515
1_2_2013-01-18,42973.23353704703
1_2_2013-01-25,43386.033204925545
1_2_2013-02-01,50667.13263015153
1_2_2013-02-08,49190.71627693483
1_2_2013-02-15,48271.810252871925
1_2_2013-02-22,46977.5291834108
1_2_2013-03-01,50012.4216262089
1_2_2013-03-08,48148.36179675203
1_2_2013-03-15,45807.77440636707
1_2_2013-03-22,44952.950058741095
1_2_2013-03-29,46535.06344361131
1_2_2013-04-05,49376.63777943537
1_2_2013-04-12,45140.408008929975
1_2_2013-04-19,45819.946291300344
1_2_2013-04-26,45265.62511734484
1_2_2013-05-03,49112.03065741376
1_2_2013-05-10,46455.411963102415
1_2_2013-05-17,45539.830399641396
1_2_2013-05-24,45850.530591084425
1_2_2013-05-31,47364.758201444034
1_2_2013-06-07,48403.21607057265
1_2_2013-06-14,45826.809774722846
1_2_2013-06-21,45836.336945713934
1_2_2013-06-28,46469.60201743362
1_2_2013-07-05,47927.43059602868
1_2_2013-07-12,45026.5018256196
1_2_2013-07-19,45289.11057194064
1_2_2013-07-26,45249.46826252993
1_3_2012-11-02,9863.10193392176
1_3_2012-11-09,10516.0382102926
1_3_2012-11-16,10400.78036602443
1_3_2012-11-23,10379.80508235151
1_3_2012-11-30,10574.791114264692
1_3_2012-12-07,12356.468136280744
1_3_2012-12-14,12916.762985131898
1_3_2012-12-21,13425.34659120007
1_3_2012-12-28,9806.209919312436
