Id,Weekly_Sales
1_1_2012-11-02,40892.96284563079
1_1_2012-11-09,21874.95862129579
1_1_2012-11-16,19779.833172418617
1_1_2012-11-23,19852.25910450203
1_1_2012-11-30,23017.848803200726
1_1_2012-12-07,25994.425246976425
1_1_2012-12-14,32549.2541811492
1_1_2012-12-21,31020.96566962373
1_1_2012-12-28,24023.921233282024
1_1_2013-01-04,18542.618238698597
1_1_2013-01-11,16791.705345664228
1_1_2013-01-18,16883.39450969535
1_1_2013-01-25,18388.743289435657
1_1_2013-02-01,23762.166948768685
1_1_2013-02-08,30862.97322270044
1_1_2013-02-15,34821.51414872774
1_1_2013-02-22,24471.533107715633
1_1_2013-03-01,22001.24400251408
1_1_2013-03-08,20062.22454316272
1_1_2013-03-15,20906.11123876432
1_1_2013-03-22,24312.122084258033
1_1_2013-03-29,41516.390478804904
1_1_2013-04-05,32584.20865501001
1_1_2013-04-12,32161.64364728601
1_1_2013-04-19,28764.394017902214
1_1_2013-04-26,23712.05538022843
1_1_2013-05-03,19737.153400926883
1_1_2013-05-10,19005.41241403358
1_1_2013-05-17,17500.22503678888
1_1_2013-05-24,16184.696295206131
1_1_2013-05-31,16405.048537566316
1_1_2013-06-07,16978.76950384086
1_1_2013-06-14,16893.157568059898
1_1_2013-06-21,16009.145494659051
1_1_2013-06-28,16138.896846031528
1_1_2013-07-05,16854.571124401722
1_1_2013-07-12,16338.375110543479
1_1_2013-07-19,16407.681848585937
1_1_2013-07-26,15958.5087047758
1_2_2012-11-02,46825.70392633829
1_2_2012-11-09,45441.62666970718
1_2_2012-11-16,44628.608755602945
1_2_2012-11-23,44215.09244937437
1_2_2012-11-30,44708.12502871111
1_2_2012-12-07,48763.57916607603
1_2_2012-12-14,49124.7177922177
1_2_2012-12-21,58524.95001719361
1_2_2012-12-28,42474.00861275314
1_2_2013-01-04,43820.81236107387
1_2_2013-01-11,42946.25492844329
1_2_2013-01-18,42789.04219575213
1_2_2013-01-25,43427.808554693314
1_2_2013-02-01,50973.98704184827
1_2_2013-02-08,49502.041643823046
1_2_2013-02-15,48539.450251723065
1_2_2013-02-22,47880.00127257388
1_2_2013-03-01,49833.80231384198
