Id,Weekly_Sales
1_1_2012-11-02,47172.360745
1_1_2012-11-09,19381.982501875005
1_1_2012-11-16,19675.546903750008
1_1_2012-11-23,20408.366409375005
1_1_2012-11-30,23098.90831937499
1_1_2012-12-07,25608.996200625003
1_1_2012-12-14,31969.261017500005
1_1_2012-12-21,33039.50841
1_1_2012-12-28,22211.29660125
1_1_2013-01-04,16482.3165440625
1_1_2013-01-11,17764.770259375004
1_1_2013-01-18,18477.883761875008
1_1_2013-01-25,18394.590022500015
1_1_2013-02-01,23173.549454999997
1_1_2013-02-08,30305.18784
1_1_2013-02-15,34164.01884
1_1_2013-02-22,20542.819075000003
1_1_2013-03-01,20742.872284374997
1_1_2013-03-08,21584.820881249998
1_1_2013-03-15,22045.250959374993
1_1_2013-03-22,24196.844891249995
1_1_2013-03-29,43044.508725
1_1_2013-04-05,34577.803876875005
1_1_2013-04-12,31414.581728750003
1_1_2013-04-19,31412.45857625
1_1_2013-04-26,21202.58713875
1_1_2013-05-03,18423.107032500004
1_1_2013-05-10,18183.214013750006
1_1_2013-05-17,16696.121396250004
1_1_2013-05-24,16416.53642625
1_1_2013-05-31,17183.669314374998
1_1_2013-06-07,16996.522768125003
1_1_2013-06-14,16826.379344062505
1_1_2013-06-21,16246.653884062505
1_1_2013-06-28,16194.429557187506
1_1_2013-07-05,17536.767155
1_1_2013-07-12,16360.021650000004
1_1_2013-07-19,16492.336785000003
1_1_2013-07-26,16153.107165937507
1_2_2012-11-02,47242.526256552825
1_2_2012-11-09,45069.78003157697
1_2_2012-11-16,43611.52499651346
1_2_2012-11-23,45460.37804423731
1_2_2012-11-30,44942.79780461033
1_2_2012-12-07,49016.06974266466
1_2_2012-12-14,49202.1622873251
1_2_2012-12-21,60026.64999286219
1_2_2012-12-28,41221.441662273086
1_2_2013-01-04,43841.530612941504
1_2_2013-01-11,43943.04680789471
1_2_2013-01-18,43394.317588462334
1_2_2013-01-25,42902.80148126374
1_2_2013-02-01,52074.90415380387
1_2_2013-02-08,49188.958052855465
1_2_2013-02-15,48218.143583590354
1_2_2013-02-22,45970.15091706589
1_2_2013-03-01,50813.48644784834
1_2_2013-03-08,47741.83398359934
1_2_2013-03-15,45457.893009816136
1_2_2013-03-22,44420.586024885844
1_2_2013-03-29,46671.17850297004
1_2_2013-04-05,49926.519755190195
1_2_2013-04-12,44112.025242812386
1_2_2013-04-19,45585.32246914888
1_2_2013-04-26,44920.93516232129
1_2_2013-05-03,49500.45173455653
1_2_2013-05-10,45740.64350623016
1_2_2013-05-17,44774.25889946738
1_2_2013-05-24,45319.747847828294
1_2_2013-05-31,47135.358166341364
1_2_2013-06-07,48403.11141075497
1_2_2013-06-14,44922.717595604365
1_2_2013-06-21,45090.20449478423
1_2_2013-06-28,46256.38232894115
1_2_2013-07-05,47806.18272910304
1_2_2013-07-12,43962.90359817515
1_2_2013-07-19,44433.69509383556
1_2_2013-07-26,44466.587346446235
1_3_2012-11-02,9855.29774551831
1_3_2012-11-09,10327.624545943956
1_3_2012-11-16,10450.197009851758
1_3_2012-11-23,9900.043914104217
1_3_2012-11-30,10593.46352321586
1_3_2012-12-07,12560.892585321937
1_3_2012-12-14,12754.615850376338
1_3_2012-12-21,13265.405306072975
1_3_2012-12-28,9136.96429782949
1_3_2013-01-04,13676.309992721192
1_3_2013-01-11,12984.219483532883
1_3_2013-01-18,11766.549185485503
1_3_2013-01-25,11242.972538602586
1_3_2013-02-01,11961.15916564946
1_3_2013-02-08,12041.670606890364
1_3_2013-02-15,11917.733467608463
1_3_2013-02-22,11152.405827238039
1_3_2013-03-01,11391.684688316418
1_3_2013-03-08,11223.912787585974
1_3_2013-03-15,8979.007795046487
1_3_2013-03-22,9742.512282454572
1_3_2013-03-29,10092.53834295089
1_3_2013-04-05,10571.013054827885
1_3_2013-04-12,8917.96717890633
1_3_2013-04-19,8669.27356734061
1_3_2013-04-26,9326.074087485575
1_3_2013-05-03,10476.471794866844
1_3_2013-05-10,9706.476325324704
1_3_2013-05-17,9166.39792537721
1_3_2013-05-24,8821.684299699611
1_3_2013-05-31,8667.87522788958
1_3_2013-06-07,9028.232462871121
1_3_2013-06-14,9143.505706076612
1_3_2013-06-21,8335.686178691754
1_3_2013-06-28,8686.006092705673
1_3_2013-07-05,9208.709070405337
1_3_2013-07-12,13448.229623342853
1_3_2013-07-19,17103.332069626304
1_3_2013-07-26,22502.480553699967
1_4_2012-11-02,38939.09295875001
1_4_2012-11-09,37361.031788750006
1_4_2012-11-16,37644.17462875
1_4_2012-11-23,46551.959938750006
1_4_2012-11-30,38165.15679125
1_4_2012-12-07,39047.77582375
1_4_2012-12-14,38404.38584
1_4_2012-12-21,45893.36797875
1_4_2012-12-28,37523.73638375
1_4_2013-01-04,39651.1009375
