Id,Weekly_Sales
1_1_2012-11-02,40977.33660031523
1_1_2012-11-09,21999.19560005281
1_1_2012-11-16,19695.766376068925
1_1_2012-11-23,20121.680629365197
1_1_2012-11-30,22400.632905125756
1_1_2012-12-07,28174.186700222886
1_1_2012-12-14,35395.795630354674
1_1_2012-12-21,36039.779824996
1_1_2012-12-28,23831.37237194728
1_1_2013-01-04,19035.700298661966
1_1_2013-01-11,16985.97759106706
1_1_2013-01-18,16961.007870170208
1_1_2013-01-25,17674.742846666566
1_1_2013-02-01,24117.719946898636
1_1_2013-02-08,32956.11418538356
1_1_2013-02-15,35805.64934181458
1_1_2013-02-22,25113.709344559924
1_1_2013-03-01,22111.313946546732
1_1_2013-03-08,20340.701533250485
1_1_2013-03-15,20884.10597619556
1_1_2013-03-22,24787.304467055546
1_1_2013-03-29,37850.668796297396
1_1_2013-04-05,34982.07336130361
1_1_2013-04-12,31577.997915955515
1_1_2013-04-19,29464.90910940306
1_1_2013-04-26,21557.57053600696
1_1_2013-05-03,19263.030354827602
1_1_2013-05-10,18668.970166376832
1_1_2013-05-17,17337.866004541745
1_1_2013-05-24,16400.849996819637
1_1_2013-05-31,16751.943014834207
1_1_2013-06-07,17158.56740690633
1_1_2013-06-14,17001.03908821518
1_1_2013-06-21,16560.52602130888
1_1_2013-06-28,16027.280004976617
1_1_2013-07-05,17392.619125266327
1_1_2013-07-12,16713.33314156711
1_1_2013-07-19,16886.669837946945
1_1_2013-07-26,15908.241346910998
1_2_2012-11-02,46824.25717546131
1_2_2012-11-09,45553.590113624785
1_2_2012-11-16,43995.056827253116
1_2_2012-11-23,45022.63738643574
1_2_2012-11-30,44591.143802592575
1_2_2012-12-07,48563.88157158322
1_2_2012-12-14,49752.08632259482
1_2_2012-12-21,55838.387025393466
1_2_2012-12-28,42054.030187561046
1_2_2013-01-04,44651.86193041285
1_2_2013-01-11,43166.06418364418
1_2_2013-01-18,42883.21358708144
1_2_2013-01-25,43420.26036435113
1_2_2013-02-01,50735.280737515175
1_2_2013-02-08,49283.344580893216
1_2_2013-02-15,48309.29517201774
1_2_2013-02-22,47126.2563372553
1_2_2013-03-01,50041.114283921386
1_2_2013-03-08,48260.35897184699
1_2_2013-03-15,45847.20790222166
1_2_2013-03-22,45167.109118190165
1_2_2013-03-29,46391.86882342466
1_2_2013-04-05,49295.10841636026
1_2_2013-04-12,45235.443744195756
1_2_2013-04-19,45881.34451776062
1_2_2013-04-26,45310.953481032455
1_2_2013-05-03,48922.03203325422
1_2_2013-05-10,46610.41324653117
1_2_2013-05-17,45700.16097166944
1_2_2013-05-24,45939.8612238953
1_2_2013-05-31,47140.28526970734
1_2_2013-06-07,48451.29582912075
1_2_2013-06-14,45988.59489672234
1_2_2013-06-21,45999.983528871424
1_2_2013-06-28,46453.894215531465
1_2_2013-07-05,47927.36935322408
1_2_2013-07-12,45186.95541540756
1_2_2013-07-19,45375.62459963123
1_2_2013-07-26,45370.45772074792
1_3_2012-11-02,9907.486055320256
1_3_2012-11-09,10672.253831821543
1_3_2012-11-16,10550.321994630625
1_3_2012-11-23,10479.786632206116
1_3_2012-11-30,10616.007434647461
1_3_2012-12-07,12379.91500400748
1_3_2012-12-14,13027.584851250132
1_3_2012-12-21,13591.424549968007
1_3_2012-12-28,9886.859359189822
1_3_2013-01-04,13495.598195473398
1_3_2013-01-11,13223.873982996878
1_3_2013-01-18,12580.442022804767
1_3_2013-01-25,12123.191506808493
1_3_2013-02-01,12253.030358709131
1_3_2013-02-08,12410.608435522232
1_3_2013-02-15,11951.582575643768
1_3_2013-02-22,11921.050603542613
1_3_2013-03-01,11860.814091377706
1_3_2013-03-08,11230.312019773173
1_3_2013-03-15,9460.954468290323
1_3_2013-03-22,10051.537660990445
1_3_2013-03-29,10461.032176852732
1_3_2013-04-05,10587.649991337188
1_3_2013-04-12,9269.545250575018
1_3_2013-04-19,8933.031630136236
1_3_2013-04-26,9649.968747471326
1_3_2013-05-03,10572.69352172763
1_3_2013-05-10,10025.393175151723
1_3_2013-05-17,9138.249461404896
1_3_2013-05-24,8762.524340587408
1_3_2013-05-31,8938.785626502537
1_3_2013-06-07,9253.589551727817
1_3_2013-06-14,9227.94910704676
1_3_2013-06-21,8327.43691642049
1_3_2013-06-28,8575.449489368546
1_3_2013-07-05,9496.55218609927
1_3_2013-07-12,13334.446292899625
1_3_2013-07-19,16954.868608464538
1_3_2013-07-26,21555.81237682185
1_4_2012-11-02,38804.66974417854
1_4_2012-11-09,38061.05337466266
1_4_2012-11-16,38260.294147852874
1_4_2012-11-23,46305.1991214757
1_4_2012-11-30,38496.38953343824
1_4_2012-12-07,39515.068081579884
1_4_2012-12-14,38965.37149972403
1_4_2012-12-21,44008.34918020364
1_4_2012-12-28,38248.590285815764
1_4_2013-01-04,40583.82251096163
1_4_2013-01-11,37006.60647891226
1_4_2013-01-18,35154.99961626033
1_4_2013-01-25,34824.02052459348
1_4_2013-02-01,39190.04536923629
1_4_2013-02-08,39578.024902980054
1_4_2013-02-15,37870.12073836241
1_4_2013-02-22,36160.143427981166
1_4_2013-03-01,38109.069332218896
1_4_2013-03-08,38316.557517337016
1_4_2013-03-15,37393.611648154154
1_4_2013-03-22,37132.20858312757
1_4_2013-03-29,37854.876031549014
1_4_2013-04-05,39819.690254536894
1_4_2013-04-12,37327.22644302249
1_4_2013-04-19,37238.31798244857
1_4_2013-04-26,36987.26500026747
1_4_2013-05-03,39575.101380480395
1_4_2013-05-10,36477.27036988929
1_4_2013-05-17,36375.60839700948
1_4_2013-05-24,38330.14627762392
1_4_2013-05-31,40679.57634697003
1_4_2013-06-07,40003.94968795677
1_4_2013-06-14,38509.8951502743
1_4_2013-06-21,37625.07770638456
1_4_2013-06-28,38855.11626481217
1_4_2013-07-05,41299.57203421513
1_4_2013-07-12,38469.66447382048
1_4_2013-07-19,38135.84564914666
1_4_2013-07-26,36906.57438857331
1_5_2012-11-02,28622.679892374832
1_5_2012-11-09,29135.321158153052
1_5_2012-11-16,28694.24860977233
1_5_2012-11-23,65923.20938919447
1_5_2012-11-30,34973.53416708675
1_5_2012-12-07,44093.78325558454
1_5_2012-12-14,47868.74625290245
1_5_2012-12-21,54610.57240859566
1_5_2012-12-28,35424.85639518422
1_5_2013-01-04,26290.344816587818
1_5_2013-01-11,19797.59235606119
1_5_2013-01-18,18680.173800551784
1_5_2013-01-25,22651.773963882846
1_5_2013-02-01,30514.364922709297
1_5_2013-02-08,33444.3169713951
1_5_2013-02-15,32969.91031537954
1_5_2013-02-22,28360.564663436653
1_5_2013-03-01,26231.03282958336
1_5_2013-03-08,25006.96595543912
1_5_2013-03-15,26180.265492999584
1_5_2013-03-22,26901.334567244794
1_5_2013-03-29,24599.045227514584
1_5_2013-04-05,24864.55389870941
1_5_2013-04-12,21235.714711398476
1_5_2013-04-19,21375.815639988454
1_5_2013-04-26,21513.749386322896
1_5_2013-05-03,18451.023493107896
1_5_2013-05-10,18566.38943025469
1_5_2013-05-17,17319.76004826956
1_5_2013-05-24,18764.53807737068
1_5_2013-05-31,18623.34558071241
1_5_2013-06-07,22199.98548686902
1_5_2013-06-14,20549.83888607163
1_5_2013-06-21,22012.78816936166
1_5_2013-06-28,20206.37928911457
1_5_2013-07-05,19854.53872591893
1_5_2013-07-12,19010.54255348447
1_5_2013-07-19,19024.902341262583
1_5_2013-07-26,18312.215681442118
1_6_2012-11-02,4830.470133696494
1_6_2012-11-09,3949.1550544872553
1_6_2012-11-16,3707.6875646279477
1_6_2012-11-23,17693.507612170022
1_6_2012-11-30,5264.564642675921
1_6_2012-12-07,6881.608214529684
1_6_2012-12-14,10127.295109570048
1_6_2012-12-21,16271.463238401546
1_6_2012-12-28,6507.187662477333
1_6_2013-01-04,3409.609481341012
1_6_2013-01-11,2411.5960206878476
1_6_2013-01-18,2079.7447631847344
1_6_2013-01-25,2562.4284986759494
1_6_2013-02-01,3728.1585430950217
1_6_2013-02-08,5576.949197178459
1_6_2013-02-15,4315.641540689717
1_6_2013-02-22,3850.9270560762734
1_6_2013-03-01,3552.9138865909335
1_6_2013-03-08,3891.5538036323755
1_6_2013-03-15,3726.6246697335455
1_6_2013-03-22,3916.848630893718
1_6_2013-03-29,3602.4390228584925
1_6_2013-04-05,3476.6814686458556
1_6_2013-04-12,3684.525183272033
1_6_2013-04-19,3211.6878574329185
1_6_2013-04-26,3484.5424210733777
1_6_2013-05-03,4586.7085318028285
1_6_2013-05-10,4655.452632509074
1_6_2013-05-17,4690.2563953865165
1_6_2013-05-24,4936.707298571212
1_6_2013-05-31,3857.909725425582
1_6_2013-06-07,3518.3527031661033
1_6_2013-06-14,3272.741790627811
1_6_2013-06-21,3604.970876874878
1_6_2013-06-28,3972.001361060849
1_6_2013-07-05,3326.5896351286983
