Id,Weekly_Sales
1_1_2012-11-02,44531.78683075312
1_1_2012-11-09,20859.659227437925
1_1_2012-11-16,19500.265908809877
1_1_2012-11-23,20040.590490640876
1_1_2012-11-30,22432.36189028622
1_1_2012-12-07,28554.325801475174
1_1_2012-12-14,34135.85302462216
1_1_2012-12-21,34342.632155025414
1_1_2012-12-28,23024.24832642503
1_1_2013-01-04,18284.34178726211
1_1_2013-01-11,17261.974354057707
1_1_2013-01-18,17584.10760220979
1_1_2013-01-25,18204.968259116675
1_1_2013-02-01,23557.95132285249
1_1_2013-02-08,32441.86444695654
1_1_2013-02-15,34926.718254712454
1_1_2013-02-22,23364.100922536487
1_1_2013-03-01,21695.215118221964
1_1_2013-03-08,20794.37107644195
1_1_2013-03-15,21566.86037426624
1_1_2013-03-22,24373.37501880976
1_1_2013-03-29,38410.08611919248
1_1_2013-04-05,33816.84140412862
1_1_2013-04-12,30782.394413014168
1_1_2013-04-19,29029.145121366775
1_1_2013-04-26,20681.83167473358
1_1_2013-05-03,18807.46145813856
1_1_2013-05-10,18576.948784260774
1_1_2013-05-17,17294.181464601847
1_1_2013-05-24,16519.99147224559
1_1_2013-05-31,16774.69174255474
1_1_2013-06-07,17109.732005473346
1_1_2013-06-14,17128.701836111464
1_1_2013-06-21,16548.294231088188
1_1_2013-06-28,16205.080792584926
1_1_2013-07-05,17328.369842973145
1_1_2013-07-12,16609.767455287656
1_1_2013-07-19,16779.052186571076
1_1_2013-07-26,15976.598616116804
1_2_2012-11-02,47160.32309726698
1_2_2012-11-09,45218.12670623225
1_2_2012-11-16,43881.60187942173
1_2_2012-11-23,45047.6034272776
1_2_2012-11-30,44869.90496549238
1_2_2012-12-07,48745.23197591782
1_2_2012-12-14,49721.38846640481
1_2_2012-12-21,56923.096722078335
1_2_2012-12-28,41721.65472838778
1_2_2013-01-04,44505.46082611765
1_2_2013-01-11,43238.40226362011
1_2_2013-01-18,43020.65615529986
1_2_2013-01-25,43338.669536048634
1_2_2013-02-01,51072.45906030993
1_2_2013-02-08,49270.40674084952
1_2_2013-02-15,48197.631495184796
1_2_2013-02-22,46926.81464405057
1_2_2013-03-01,50226.748575059464
1_2_2013-03-08,47944.208417056434
1_2_2013-03-15,45922.6857958569
1_2_2013-03-22,44719.118443258296
1_2_2013-03-29,46769.31317043479
1_2_2013-04-05,49749.709639487715
1_2_2013-04-12,44938.33968175104
1_2_2013-04-19,45774.63503306291
1_2_2013-04-26,45227.03340391354
1_2_2013-05-03,49384.13536902664
1_2_2013-05-10,46336.7259934316
1_2_2013-05-17,45310.05594405608
1_2_2013-05-24,45785.17068543619
1_2_2013-05-31,47618.089773757216
1_2_2013-06-07,48491.666537413665
1_2_2013-06-14,45702.34709907255
1_2_2013-06-21,45654.10225271582
1_2_2013-06-28,46516.72017606318
1_2_2013-07-05,48067.31149674994
1_2_2013-07-12,44803.62550608713
1_2_2013-07-19,45209.27179889887
1_2_2013-07-26,45006.3959405086
1_3_2012-11-02,9811.47361966952
1_3_2012-11-09,10477.806039696585
1_3_2012-11-16,10375.113864667153
1_3_2012-11-23,10324.214338924094
1_3_2012-11-30,10788.864203412679
1_3_2012-12-07,12635.852948166128
1_3_2012-12-14,12998.979924064088
1_3_2012-12-21,13433.270314454598
1_3_2012-12-28,9612.524244515245
1_3_2013-01-04,13694.147944254184
1_3_2013-01-11,13078.703307170174
1_3_2013-01-18,12389.564767124464
1_3_2013-01-25,11823.241353942942
1_3_2013-02-01,12256.241552086574
1_3_2013-02-08,12217.152077130717
1_3_2013-02-15,11813.897287041655
1_3_2013-02-22,11638.131793963777
1_3_2013-03-01,11801.231109729719
1_3_2013-03-08,11329.103261785089
1_3_2013-03-15,9226.539864450451
1_3_2013-03-22,9718.44394050638
1_3_2013-03-29,10218.809279866462
1_3_2013-04-05,10624.213356025548
1_3_2013-04-12,9138.125066599663
1_3_2013-04-19,8903.770887796807
1_3_2013-04-26,9436.490034316266
1_3_2013-05-03,10576.090766296496
1_3_2013-05-10,9777.186661293526
1_3_2013-05-17,8896.891755490444
1_3_2013-05-24,8529.830848827465
1_3_2013-05-31,8686.14366490054
1_3_2013-06-07,8967.671821229536
1_3_2013-06-14,8862.909025835994
1_3_2013-06-21,8137.942497554406
1_3_2013-06-28,8471.799197209908
1_3_2013-07-05,9557.501352363892
1_3_2013-07-12,13183.1796587409
1_3_2013-07-19,17550.156277517013
1_3_2013-07-26,21088.258645366408
1_4_2012-11-02,39109.44479193096
1_4_2012-11-09,37671.130112288265
1_4_2012-11-16,38120.70202916038
1_4_2012-11-23,46201.2282385594
1_4_2012-11-30,38305.92326689206
1_4_2012-12-07,39282.01012941567
1_4_2012-12-14,38933.1390686999
1_4_2012-12-21,44540.62952550816
1_4_2012-12-28,37910.826237099966
1_4_2013-01-04,40156.004313742225
1_4_2013-01-11,36802.26816129888
1_4_2013-01-18,35044.38130088792
1_4_2013-01-25,34875.85122898727
1_4_2013-02-01,39449.252583046866
1_4_2013-02-08,39460.12295813438
1_4_2013-02-15,37640.0402607249
1_4_2013-02-22,35869.7967248264
1_4_2013-03-01,38327.951374748685
1_4_2013-03-08,38136.150767924555
1_4_2013-03-15,37339.786360698585
1_4_2013-03-22,36842.92640700749
1_4_2013-03-29,37732.05415092559
1_4_2013-04-05,40003.95092910153
1_4_2013-04-12,37134.6860607616
1_4_2013-04-19,36826.04808504893
1_4_2013-04-26,36821.57464668327
1_4_2013-05-03,39870.7781628309
1_4_2013-05-10,36235.40935044505
1_4_2013-05-17,36068.857241594334
1_4_2013-05-24,38241.092172619625
1_4_2013-05-31,40817.248921318074
1_4_2013-06-07,39790.39773752776
1_4_2013-06-14,38489.39252221808
1_4_2013-06-21,37471.367352822235
1_4_2013-06-28,38915.29080940892
1_4_2013-07-05,41252.11508519799
1_4_2013-07-12,38198.38487707978
1_4_2013-07-19,37919.45446759426
1_4_2013-07-26,36637.95934416903
1_5_2012-11-02,28913.05689096314
1_5_2012-11-09,28768.17508949323
1_5_2012-11-16,28282.743382904366
1_5_2012-11-23,65461.1014587371
1_5_2012-11-30,34361.51381503769
1_5_2012-12-07,44458.581856163946
1_5_2012-12-14,46334.549991010324
1_5_2012-12-21,57704.98334413779
1_5_2012-12-28,34864.51201347692
1_5_2013-01-04,25336.151359694235
1_5_2013-01-11,19756.070879861883
1_5_2013-01-18,19060.191575854056
1_5_2013-01-25,22526.49071470541
1_5_2013-02-01,29882.780594649903
1_5_2013-02-08,32843.863641252145
1_5_2013-02-15,32611.699082109295
1_5_2013-02-22,27865.270764247944
1_5_2013-03-01,26428.741427754663
1_5_2013-03-08,24667.771089347203
1_5_2013-03-15,25735.64986020467
1_5_2013-03-22,26922.083298010974
1_5_2013-03-29,24429.28053940288
1_5_2013-04-05,24809.85116449992
1_5_2013-04-12,20924.788902350843
1_5_2013-04-19,21544.106880117877
1_5_2013-04-26,21799.651480151395
1_5_2013-05-03,17971.416544699285
1_5_2013-05-10,18247.453079055216
1_5_2013-05-17,17100.035617522593
1_5_2013-05-24,18674.250947429482
1_5_2013-05-31,18977.724014471773
1_5_2013-06-07,22483.89436605107
1_5_2013-06-14,20124.64842345098
1_5_2013-06-21,22388.122307771147
1_5_2013-06-28,19873.910652813865
1_5_2013-07-05,19733.31119627182
1_5_2013-07-12,19028.748309552768
1_5_2013-07-19,19042.84903364452
1_5_2013-07-26,17785.988378928465
1_6_2012-11-02,4977.490167527394
1_6_2012-11-09,3891.249441991234
1_6_2012-11-16,3472.0127092509565
1_6_2012-11-23,17603.573457262024
1_6_2012-11-30,5371.73797628761
1_6_2012-12-07,6793.7342138854365
1_6_2012-12-14,10388.185270461507
1_6_2012-12-21,16889.840541170535
1_6_2012-12-28,6379.477473252998
1_6_2013-01-04,3233.7297540188088
1_6_2013-01-11,2518.93564243332
1_6_2013-01-18,2277.4650119860285
1_6_2013-01-25,2729.0644591949626
1_6_2013-02-01,3837.0836882057324
1_6_2013-02-08,5828.663106288326
1_6_2013-02-15,4421.379396114133
1_6_2013-02-22,4082.3103412554765
1_6_2013-03-01,3852.360458226775
1_6_2013-03-08,3980.5758097192156
1_6_2013-03-15,3658.1359289998136
1_6_2013-03-22,4088.601089837414
1_6_2013-03-29,3719.6827377893906
1_6_2013-04-05,3622.4618238896924
1_6_2013-04-12,3918.6411164354367
1_6_2013-04-19,3312.1085863193753
1_6_2013-04-26,3763.99968758805
1_6_2013-05-03,5071.500735257794
1_6_2013-05-10,4639.399375271485
1_6_2013-05-17,4585.7049494294915
1_6_2013-05-24,5500.118874486328
1_6_2013-05-31,4042.1523389794474
1_6_2013-06-07,3455.4364208929715
1_6_2013-06-14,3250.169592982217
1_6_2013-06-21,3629.4181970316763
1_6_2013-06-28,4131.704522562028
1_6_2013-07-05,3314.0311674366735
1_6_2013-07-12,3427.4421720094806
1_6_2013-07-19,3823.176489715489
1_6_2013-07-26,3262.706981906646
1_7_2012-11-02,22954.531670912027
1_7_2012-11-09,23707.700294014405
1_7_2012-11-16,23377.071051000188
1_7_2012-11-23,69812.64343350576
1_7_2012-11-30,37657.788718357835
1_7_2012-12-07,52283.5592465864
1_7_2012-12-14,73292.76657322176
1_7_2012-12-21,103210.51549593951
1_7_2012-12-28,39102.019249157966
1_7_2013-01-04,19135.990324175993
1_7_2013-01-11,15070.403957830336
1_7_2013-01-18,13823.206577191268
1_7_2013-01-25,15346.199505835408
1_7_2013-02-01,19297.87721543456
1_7_2013-02-08,20536.52474615883
1_7_2013-02-15,19586.020544616815
1_7_2013-02-22,18703.71192596167
1_7_2013-03-01,18688.20947404892
1_7_2013-03-08,20336.654774355276
1_7_2013-03-15,21387.428160855972
1_7_2013-03-22,18324.535709019514
1_7_2013-03-29,19894.40669222069
1_7_2013-04-05,21836.551362046615
1_7_2013-04-12,21090.716611933316
1_7_2013-04-19,22191.186185204657
1_7_2013-04-26,20942.70935868178
1_7_2013-05-03,20317.71622087269
1_7_2013-05-10,20950.857845527607
1_7_2013-05-17,22129.478026981895
1_7_2013-05-24,32055.03071399498
1_7_2013-05-31,32693.063726754084
1_7_2013-06-07,30166.171486553798
1_7_2013-06-14,27671.185752324312
1_7_2013-06-21,26809.91279533989
1_7_2013-06-28,25328.709368798634
1_7_2013-07-05,23427.993834398796
1_7_2013-07-12,20224.65161309598
1_7_2013-07-19,19065.218680813476
1_7_2013-07-26,18140.379041255517
1_8_2012-11-02,38626.31745483273
1_8_2012-11-09,37409.61361680845
1_8_2012-11-16,37202.96566704647
1_8_2012-11-23,36636.52214553482
1_8_2012-11-30,37397.22915435988
1_8_2012-12-07,39266.29128362232
1_8_2012-12-14,38604.607304782316
1_8_2012-12-21,40464.77843883158
1_8_2012-12-28,35970.91095125831
1_8_2013-01-04,38927.958199421
1_8_2013-01-11,36798.1358737724
1_8_2013-01-18,36976.62511808194
1_8_2013-01-25,37204.95636252287
1_8_2013-02-01,40848.08219229946
1_8_2013-02-08,39725.88473980446
1_8_2013-02-15,39494.028465713374
1_8_2013-02-22,38405.75182754041
1_8_2013-03-01,40557.05958742973
1_8_2013-03-08,38343.416115167005
1_8_2013-03-15,37345.29172329822
1_8_2013-03-22,36575.38222755313
1_8_2013-03-29,38725.84283280998
1_8_2013-04-05,41374.31633155398
1_8_2013-04-12,37736.592918031085
1_8_2013-04-19,37972.68198826614
1_8_2013-04-26,38642.65298334889
1_8_2013-05-03,40832.74008504605
1_8_2013-05-10,38927.32958935802
1_8_2013-05-17,38809.2586697103
1_8_2013-05-24,39760.777705054286
1_8_2013-05-31,40220.407373234455
1_8_2013-06-07,40549.79595123249
1_8_2013-06-14,38981.08220400318
1_8_2013-06-21,38661.56251571992
1_8_2013-06-28,38547.89962378499
1_8_2013-07-05,41316.73208924035
1_8_2013-07-12,37592.11832016316
1_8_2013-07-19,38823.40352246581
1_8_2013-07-26,37747.82212937104
1_9_2012-11-02,43649.568116890965
1_9_2012-11-09,38435.16537254114
1_9_2012-11-16,32104.986731775905
1_9_2012-11-23,43455.59808915342
1_9_2012-11-30,25845.005382903713
1_9_2012-12-07,29365.765249043172
1_9_2012-12-14,32501.54155147546
1_9_2012-12-21,41397.63737963387
1_9_2012-12-28,28413.868825694328
1_9_2013-01-04,21357.95485751267
1_9_2013-01-11,18575.21860277386
1_9_2013-01-18,17712.10695690793
1_9_2013-01-25,19212.210364419174
1_9_2013-02-01,21643.19338397601
1_9_2013-02-08,21820.69905657214
1_9_2013-02-15,22963.65550021931
1_9_2013-02-22,24527.43405438603
1_9_2013-03-01,30378.985570719455
1_9_2013-03-08,30335.841690935085
1_9_2013-03-15,36050.74564090329
1_9_2013-03-22,35476.41101885992
1_9_2013-03-29,36899.77280871244
1_9_2013-04-05,35720.16908781875
1_9_2013-04-12,32746.92667252415
1_9_2013-04-19,30254.36954092707
1_9_2013-04-26,28858.240440594967
1_9_2013-05-03,30317.993293605996
1_9_2013-05-10,28676.990806313246
1_9_2013-05-17,28909.67997937826
