Id,Weekly_Sales
1_1_2012-11-02,43150.80216052198
1_1_2012-11-09,21462.444504082352
1_1_2012-11-16,19438.820763095697
1_1_2012-11-23,20402.378015040587
1_1_2012-11-30,22120.43643120117
1_1_2012-12-07,27288.19833329935
1_1_2012-12-14,34470.2340921224
1_1_2012-12-21,35678.84770563379
1_1_2012-12-28,22715.838029017137
1_1_2013-01-04,18958.995350511304
1_1_2013-01-11,17171.08819928149
1_1_2013-01-18,17022.9006916517
1_1_2013-01-25,17342.65012305618
1_1_2013-02-01,23561.285110245284
1_1_2013-02-08,32469.577330631368
1_1_2013-02-15,35218.26132580061
1_1_2013-02-22,24168.285183297707
1_1_2013-03-01,21665.83096370099
1_1_2013-03-08,20370.175493020757
1_1_2013-03-15,20722.04701783334
1_1_2013-03-22,24644.688022393882
1_1_2013-03-29,40213.8765556323
1_1_2013-04-05,35731.93662971413
1_1_2013-04-12,32279.919157127733
1_1_2013-04-19,30651.36473905008
1_1_2013-04-26,21274.645589698073
1_1_2013-05-03,18868.95726368666
1_1_2013-05-10,18236.18588903395
1_1_2013-05-17,16979.232107237844
1_1_2013-05-24,16379.90513459236
1_1_2013-05-31,16793.429909399267
1_1_2013-06-07,17096.074845257615
1_1_2013-06-14,16835.042858862205
1_1_2013-06-21,16438.21929798557
1_1_2013-06-28,15796.82288417907
1_1_2013-07-05,17462.543061681696
1_1_2013-07-12,16548.175559143507
1_1_2013-07-19,16725.442741023926
1_1_2013-07-26,15561.323146503837
1_2_2012-11-02,46932.21058340981
1_2_2012-11-09,45370.907213235645
1_2_2012-11-16,43691.04643457565
1_2_2012-11-23,45596.25099990995
1_2_2012-11-30,44614.50751621322
1_2_2012-12-07,48804.14984608391
1_2_2012-12-14,49571.17316665466
1_2_2012-12-21,57778.340624632154
1_2_2012-12-28,41051.30990759633
1_2_2013-01-04,44553.013060133155
1_2_2013-01-11,43257.83092549779
1_2_2013-01-18,42884.339041839696
1_2_2013-01-25,43199.0201530709
1_2_2013-02-01,51072.57509658702
1_2_2013-02-08,49251.79669840982
1_2_2013-02-15,48298.27982359256
1_2_2013-02-22,46746.85697801578
1_2_2013-03-01,50273.27767809625
1_2_2013-03-08,48259.433652181935
1_2_2013-03-15,45780.785962212416
1_2_2013-03-22,44933.005130321384
1_2_2013-03-29,46413.68242533483
1_2_2013-04-05,49518.45492592636
1_2_2013-04-12,44986.23219695872
1_2_2013-04-19,45805.72549675391
1_2_2013-04-26,45153.7607583702
1_2_2013-05-03,48903.147775159254
1_2_2013-05-10,46264.41442379359
1_2_2013-05-17,45135.4960936216
1_2_2013-05-24,45569.38302705884
1_2_2013-05-31,46932.94559442892
1_2_2013-06-07,48408.06105500326
1_2_2013-06-14,45444.39006401774
1_2_2013-06-21,45539.31480454623
1_2_2013-06-28,46011.40551757753
1_2_2013-07-05,47629.03560625132
1_2_2013-07-12,44541.811379836574
1_2_2013-07-19,44753.86256632218
1_2_2013-07-26,44761.31171425389
1_3_2012-11-02,9824.51153414805
1_3_2012-11-09,10576.993811780461
1_3_2012-11-16,10518.365829241578
1_3_2012-11-23,10113.838032524796
1_3_2012-11-30,10701.677658845534
1_3_2012-12-07,12548.19457215048
1_3_2012-12-14,13239.658154026247
1_3_2012-12-21,14125.879464872201
1_3_2012-12-28,9485.462591033733
1_3_2013-01-04,13875.74747144311
1_3_2013-01-11,13284.72897641761
1_3_2013-01-18,12458.320699817696
1_3_2013-01-25,12059.51408230166
1_3_2013-02-01,12087.82768590547
1_3_2013-02-08,12326.032031308554
1_3_2013-02-15,11751.592241611901
1_3_2013-02-22,11635.586311230072
1_3_2013-03-01,11963.757986168024
1_3_2013-03-08,11380.494761672106
1_3_2013-03-15,9348.41221742071
1_3_2013-03-22,10034.84706422877
1_3_2013-03-29,10555.396521241953
1_3_2013-04-05,10556.59711619892
1_3_2013-04-12,9157.397459899812
1_3_2013-04-19,8857.217716200463
1_3_2013-04-26,9672.13746149041
1_3_2013-05-03,10695.37130135488
1_3_2013-05-10,10087.757206315338
1_3_2013-05-17,9164.446127544974
1_3_2013-05-24,8859.493218366037
1_3_2013-05-31,9031.140169541812
1_3_2013-06-07,9323.031083350932
1_3_2013-06-14,9234.83862511446
1_3_2013-06-21,8388.834751677941
1_3_2013-06-28,8555.98864871181
1_3_2013-07-05,9135.80302638226
1_3_2013-07-12,13309.246070157387
1_3_2013-07-19,17089.38456273461
1_3_2013-07-26,22185.574401404217
1_4_2012-11-02,38912.18512942722
1_4_2012-11-09,37900.73585255204
1_4_2012-11-16,38051.63232242867
1_4_2012-11-23,47131.49361379922
1_4_2012-11-30,38307.89283521989
1_4_2012-12-07,39390.73465745132
1_4_2012-12-14,38889.88032572561
1_4_2012-12-21,44901.244016901226
1_4_2012-12-28,37906.51583299845
1_4_2013-01-04,40685.634743263894
1_4_2013-01-11,36983.38685815496
1_4_2013-01-18,35078.816765035976
1_4_2013-01-25,34573.051527186566
1_4_2013-02-01,39068.91204125537
1_4_2013-02-08,39497.978400258005
1_4_2013-02-15,37816.25142475448
1_4_2013-02-22,35940.944778860736
1_4_2013-03-01,37873.5544279336
1_4_2013-03-08,38309.138612061106
1_4_2013-03-15,37326.19416126975
1_4_2013-03-22,37030.33541196807
1_4_2013-03-29,37988.80283528205
1_4_2013-04-05,39971.68314772063
1_4_2013-04-12,37204.83363290373
1_4_2013-04-19,37149.620372968915
1_4_2013-04-26,36924.273034623126
1_4_2013-05-03,39916.23531286764
1_4_2013-05-10,36391.88251961497
1_4_2013-05-17,36195.119010231705
1_4_2013-05-24,38447.99517483533
1_4_2013-05-31,41131.769639268656
1_4_2013-06-07,40154.254095493416
1_4_2013-06-14,38610.87693540523
1_4_2013-06-21,37553.39300068991
1_4_2013-06-28,38980.191944931124
1_4_2013-07-05,41712.311496190356
1_4_2013-07-12,38451.852165068776
1_4_2013-07-19,38171.81620691735
1_4_2013-07-26,36702.15339849333
1_5_2012-11-02,29255.304106097894
1_5_2012-11-09,29186.91497251308
1_5_2012-11-16,27515.943186709945
1_5_2012-11-23,69424.3557096017
1_5_2012-11-30,33936.45401279885
1_5_2012-12-07,42651.58617577008
1_5_2012-12-14,46724.31697336591
1_5_2012-12-21,55205.015225685514
1_5_2012-12-28,33885.91808467472
1_5_2013-01-04,26109.24290370242
1_5_2013-01-11,19672.37154067458
1_5_2013-01-18,18973.30067766965
1_5_2013-01-25,23359.123533553065
1_5_2013-02-01,30291.436132265528
1_5_2013-02-08,32702.17428310168
1_5_2013-02-15,31880.671819170697
1_5_2013-02-22,27495.454470341563
1_5_2013-03-01,25742.021878997763
1_5_2013-03-08,24590.185250346858
1_5_2013-03-15,26311.09387654987
1_5_2013-03-22,26768.345067238875
1_5_2013-03-29,23737.963513729515
